TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
15;false;4;true;on ;low ;false;
44;true;11;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ008
59;true;10;false;off ;high ;false;
71;true;1;false;on ;low ;false;REQ004REQ003REQ010
97;false;3;false;on ;low ;false;
131;true;2;true;on ;low ;false;
146;false;2;true;on ;low ;false;
168;false;1;false;on ;low ;false;
214;false;3;false;on ;low ;false;
258;true;3;false;off ;low ;true;REQ005REQ009
295;false;5;false;off ;low ;true;
307;true;11;false;off ;high ;false;REQ001REQ002REQ007
356;true;10;false;off ;high ;false;
380;false;0;false;on ;low ;false;REQ004REQ003REQ010
413;false;5;false;on ;low ;false;
441;true;10;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ008
491;true;3;true;on ;low ;false;REQ004REQ003REQ010
541;false;7;false;on ;low ;false;
557;true;5;true;on ;low ;false;
568;false;5;false;on ;low ;false;
593;false;1;false;on ;low ;false;
609;false;2;true;on ;low ;false;
633;false;8;false;on ;low ;false;
663;true;5;false;off ;low ;true;REQ005REQ009
701;false;10;false;off ;high ;false;REQ001REQ002REQ007
749;false;2;false;on ;low ;false;REQ004REQ003REQ010
772;true;7;false;off ;low ;true;REQ005REQ009
822;false;0;true;on ;low ;false;REQ006REQ010
865;false;2;false;on ;low ;false;
915;true;4;false;off ;low ;true;REQ005REQ009
955;false;1;false;off ;low ;true;
967;false;3;true;on ;low ;false;REQ006REQ010
1015;true;1;true;on ;low ;false;
1045;false;0;true;on ;low ;false;
1067;true;1;false;off ;low ;true;REQ005REQ009
1081;false;5;false;off ;low ;true;
