TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
233;1;0;81;0;0;REQ012REQ004
512;1;1;81;1;1;REQ013REQ002
766;0;0;81;1;1;REQ002
1063;1;1;81;0;0;REQ002REQ012REQ004
1334;1;0;79;2;0;REQ001
1576;0;0;81;0;0;REQ009REQ004
1911;0;2;80;2;3;REQ001REQ011
2146;1;2;81;0;0;REQ003REQ012REQ004
2392;1;1;81;1;1;REQ013REQ002
2661;1;0;79;2;0;REQ015REQ001
2916;0;1;81;1;1;REQ004REQ010REQ002
3228;0;1;81;1;1;REQ002
3540;1;2;81;0;0;REQ012REQ004
3781;0;1;79;2;1;REQ010REQ001
4010;0;0;79;2;1;
4307;0;1;79;2;1;REQ010
4576;1;0;80;2;0;REQ012
4859;1;1;79;2;1;REQ013
5194;0;0;81;1;1;REQ007REQ002
5507;0;1;81;1;1;REQ010
5777;0;0;79;2;1;REQ001
6050;0;2;79;2;3;REQ011
6308;0;1;79;2;1;REQ010
6565;0;1;80;2;1;
6789;0;0;81;1;1;REQ002
