TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;false;1;0;
4;false;true;0;0;REQ001
7;false;false;0;0;
9;false;false;0;0;
12;true;false;3;0;REQ002
15;true;false;3;0;
17;false;true;3;0;
19;true;false;3;0;
22;true;false;1;1;REQ004
25;false;false;1;1;
27;false;true;0;1;REQ001
30;true;true;0;1;
33;false;true;0;1;
35;true;true;0;1;
38;true;false;0;1;
40;false;true;0;1;
43;false;false;0;1;
45;true;false;3;1;REQ002
47;true;true;3;1;
50;false;false;3;1;
52;false;false;3;1;
54;true;true;3;1;
57;false;true;1;1;REQ004
59;true;true;1;1;
62;true;true;1;1;
64;false;false;1;1;
67;true;false;1;1;
70;false;true;0;1;REQ001
72;true;true;0;1;
75;false;false;0;1;
78;false;false;0;1;
80;false;false;0;1;
