TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
21;true;true;false;true;3;
31;true;false;false;false;4;REQ005
55;true;false;true;false;4;REQ005
83;true;true;true;false;4;REQ006
120;true;false;false;true;4;REQ005
141;false;false;false;false;3;REQ004
160;true;true;true;false;3;
185;false;true;true;false;5;REQ007
229;true;false;true;true;4;REQ005
277;true;true;false;true;4;REQ006
324;true;true;true;true;4;
336;false;false;false;false;3;REQ004
375;true;false;true;false;4;REQ005
385;true;false;true;true;4;REQ005
422;true;false;true;true;4;REQ005
433;true;false;false;false;4;REQ005
446;false;true;false;true;5;REQ007
494;true;false;false;true;4;REQ005
539;true;false;true;false;4;REQ005
585;false;true;false;true;5;REQ007
616;false;false;true;true;0;REQ001
638;false;true;false;true;5;REQ007
668;false;true;true;false;5;REQ007
678;false;true;true;false;5;REQ007
692;false;false;false;false;3;REQ004
