TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
4;false;false;0;0;
6;true;false;3;0;REQ002
9;false;false;3;0;
11;false;true;3;0;
14;true;true;3;0;
16;true;true;1;1;REQ004
19;false;false;1;1;
21;true;false;1;1;
23;true;true;0;1;REQ001
25;true;false;0;1;
27;true;true;0;1;
30;false;true;0;1;
32;true;false;0;1;
34;true;true;0;1;
37;true;true;0;1;
39;true;true;0;1;
41;true;true;0;1;
43;false;false;0;1;
45;true;false;3;1;REQ002
47;true;false;3;1;
50;true;false;3;1;
53;true;true;3;1;
55;true;true;1;1;REQ004
58;true;false;1;1;
61;false;true;0;1;REQ001
64;true;true;0;1;
66;true;true;0;1;
69;false;false;0;1;
72;true;false;3;1;REQ002
74;false;true;3;1;
76;false;false;3;1;
