TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;false;1;0;
5;false;true;0;0;REQ001
8;true;false;0;0;
10;true;false;0;0;
13;false;false;0;0;
16;false;true;0;0;
18;false;false;0;0;
21;true;true;0;0;
23;true;false;0;0;
26;false;false;0;0;
29;false;true;0;0;
32;true;true;0;0;
35;false;false;0;0;
38;true;true;0;0;
40;false;true;0;0;
43;false;true;0;0;
46;false;true;0;0;
48;false;true;0;0;
51;false;false;0;0;
54;false;false;0;0;
56;false;true;0;0;
58;false;false;0;0;
60;false;true;0;0;
62;true;false;0;0;
65;false;true;0;0;
67;false;false;0;0;
70;true;true;0;0;
72;false;true;0;0;
74;true;false;0;0;
77;true;false;0;0;
79;true;false;0;0;
81;true;true;0;0;
