TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
6;false;false;1;0;
9;false;true;0;0;REQ001
11;true;true;0;0;
13;true;true;0;0;
15;true;false;0;0;
18;true;false;0;0;
21;true;false;0;0;
23;false;false;0;0;
25;true;true;0;0;
27;false;true;0;0;
29;false;true;0;0;
32;false;false;0;0;
34;false;true;0;0;
36;true;false;0;0;
39;true;false;0;0;
42;true;true;0;0;
45;true;false;0;0;
48;false;true;0;0;
50;false;true;0;0;
53;true;true;0;0;
56;false;true;0;0;
58;true;false;0;0;
60;true;true;0;0;
62;true;false;0;0;
65;false;true;0;0;
67;true;false;0;0;
70;false;true;0;0;
73;true;false;0;0;
75;false;false;0;0;
77;false;true;0;0;
79;false;true;0;0;
