TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
47;false;false;true;false;2;REQ003
67;true;true;false;true;2;
94;false;false;true;true;0;REQ001
112;false;false;false;false;3;REQ004
131;true;true;true;false;3;
164;true;false;false;true;4;REQ005
187;false;true;true;false;5;REQ007
229;true;false;true;false;4;REQ005
256;true;true;false;false;4;REQ006
296;false;true;true;true;5;REQ007
331;false;false;true;false;2;REQ003
358;true;true;false;true;2;
370;false;true;true;false;5;REQ007
410;false;true;true;false;5;REQ007
459;true;true;true;true;5;REQ008
469;false;true;false;true;5;REQ007
513;true;true;false;false;5;REQ008
549;true;false;false;false;4;REQ005
578;false;false;true;false;2;REQ003
598;true;false;false;false;4;REQ005
615;true;true;false;true;4;REQ006
662;true;false;false;true;4;REQ005
678;true;false;false;false;4;REQ005
694;false;true;false;false;5;REQ007
732;true;true;true;false;5;REQ008
