TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
21;false;4;true;on ;low ;false;
51;true;9;false;off ;permitted ;true;REQ001REQ005REQ011
88;false;10;true;off ;high ;false;REQ002REQ007
122;true;4;true;on ;low ;false;REQ004REQ003REQ010
153;true;1;false;on ;low ;false;
169;true;9;true;off ;permitted ;false;REQ001REQ011
183;false;5;false;on ;low ;false;REQ003REQ010
203;true;1;true;on ;low ;false;
238;false;10;false;off ;high ;false;REQ001REQ002REQ011
267;false;5;true;on ;low ;false;REQ004REQ003REQ010
295;false;10;true;off ;high ;false;REQ001REQ011REQ002
318;true;3;false;off ;low ;true;REQ004REQ005REQ003
350;true;5;false;off ;low ;true;
379;true;10;false;off ;high ;false;REQ001REQ002REQ007
403;true;1;true;on ;low ;false;REQ004REQ003REQ010
433;true;4;false;on ;low ;false;
444;true;1;false;on ;low ;false;
462;false;10;false;off ;high ;false;REQ001REQ002REQ011
483;true;7;true;on ;low ;false;REQ004REQ003REQ010
510;true;7;false;on ;low ;false;
541;true;1;false;on ;low ;false;
588;false;2;false;on ;low ;false;
620;true;3;true;on ;low ;false;
661;false;8;false;on ;low ;false;
700;false;7;true;on ;low ;false;
719;false;8;false;on ;low ;false;
749;true;5;true;on ;low ;false;
788;false;6;false;on ;low ;false;
825;true;11;true;off ;high ;false;REQ001REQ011REQ002
857;true;6;false;on ;low ;false;REQ004REQ003REQ010
899;true;5;false;on ;low ;false;
934;false;10;true;off ;high ;false;REQ001REQ011REQ002
978;true;10;true;off ;high ;false;
1014;false;3;true;on ;low ;false;REQ004REQ003REQ010
1025;true;3;false;off ;low ;true;REQ005REQ009
1049;true;6;false;off ;low ;true;
