TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
12;false;false;false;true;1;REQ002
55;true;false;true;false;4;REQ005
70;false;false;true;true;0;REQ001
91;false;false;false;true;1;REQ002
113;false;true;false;true;5;REQ007
139;true;false;false;false;4;REQ005
151;false;false;false;false;3;REQ004
201;true;true;false;true;3;
220;true;false;true;false;4;REQ005
255;true;true;false;true;4;REQ006
299;false;false;true;true;0;REQ001
330;true;true;true;false;0;
360;false;false;true;false;2;REQ003
376;true;false;true;false;4;REQ005
395;false;false;true;true;0;REQ001
434;false;true;false;false;5;REQ007
453;true;false;true;true;4;REQ005
476;false;true;true;false;5;REQ007
517;true;false;true;false;4;REQ005
558;true;true;true;false;4;REQ006
601;false;false;true;true;0;REQ001
630;false;false;false;true;1;REQ002
675;false;true;true;true;5;REQ007
705;false;false;false;false;3;REQ004
748;false;false;false;false;3;REQ004
