TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
309;0;0;80;2;2;
531;1;2;80;2;0;REQ012
782;1;2;80;2;0;
1104;1;2;81;0;0;REQ004
1339;1;0;79;2;0;REQ001
1631;1;0;79;2;0;
1932;1;1;81;1;1;REQ013REQ002
2169;0;0;79;2;1;REQ001
2418;1;0;80;2;0;REQ012
2726;1;2;81;3;3;REQ004REQ014REQ003
2960;1;2;80;2;3;REQ001
3222;1;2;80;2;3;
3466;1;1;79;2;1;REQ013
3741;1;2;81;3;3;REQ007REQ002REQ014REQ003
4043;0;1;80;2;1;REQ010REQ001
4348;0;2;79;2;3;REQ011
4654;0;1;81;1;1;REQ008REQ003REQ010REQ002
4908;1;0;79;2;0;REQ001REQ012
5151;1;2;79;2;3;REQ014
5482;0;1;81;1;1;REQ008REQ003REQ010REQ002
5752;1;1;80;2;0;REQ012REQ001
6063;0;1;80;2;1;REQ016
6344;1;1;80;2;0;REQ012
6607;1;1;80;2;0;
6906;1;0;79;2;0;
