TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
232;1;2;79;2;0;REQ012
560;0;2;79;2;3;REQ017
803;0;0;80;2;3;
1139;1;0;79;2;0;REQ012
1370;1;0;81;0;0;REQ009REQ004
1662;0;1;81;1;1;REQ004REQ010REQ002
1940;0;2;81;3;3;REQ002REQ011REQ003
2202;1;2;80;2;0;REQ012REQ001
2477;1;2;81;0;0;REQ009REQ004
2771;1;2;80;2;0;REQ001
3062;1;0;80;2;0;
3288;1;2;81;3;3;REQ014REQ003
3512;1;1;80;2;1;REQ013REQ001
3813;0;1;79;2;1;
4048;1;1;79;2;0;REQ012
4314;0;1;79;2;1;REQ016
4599;0;2;80;2;3;REQ011
4914;0;1;79;2;1;REQ010
5232;0;0;81;1;1;REQ002
5557;0;2;81;3;3;REQ002REQ011REQ003
5814;1;2;80;2;0;REQ001REQ012
6094;1;1;79;2;1;REQ013
6378;1;2;79;2;3;REQ014
6630;0;2;79;2;3;
6910;0;1;79;2;1;REQ010
