TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
48;false;false;true;true;0;REQ001
97;true;false;false;true;4;REQ005
148;false;false;true;false;2;REQ003
160;true;false;true;false;4;REQ005
170;true;true;true;false;4;REQ006
193;false;false;true;true;0;REQ001
222;false;false;true;true;0;REQ001
234;false;false;false;true;1;REQ002
247;true;true;true;true;1;
286;true;true;true;true;1;
326;false;false;true;false;2;REQ003
371;false;true;false;true;5;REQ007
398;false;true;false;false;5;REQ007
430;true;false;true;true;4;REQ005
473;true;false;true;true;4;REQ005
519;false;false;false;false;3;REQ004
538;true;true;true;true;3;
550;false;true;false;true;5;REQ007
559;false;false;true;true;0;REQ001
575;true;false;false;true;4;REQ005
613;true;true;true;false;4;REQ006
622;false;true;true;true;5;REQ007
670;false;true;true;false;5;REQ007
719;false;true;false;true;5;REQ007
734;true;true;true;true;5;REQ008
