TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
243;1;1;81;0;0;REQ012REQ004
546;0;2;80;2;3;REQ001REQ011
785;1;1;80;2;0;REQ012
1020;0;1;79;2;1;REQ016
1259;1;0;81;0;0;REQ002REQ012REQ004
1571;0;1;79;2;1;REQ010REQ001
1803;0;1;79;2;1;
2086;0;1;80;2;1;
2327;0;0;79;2;1;
2652;1;1;80;2;0;REQ012
2972;0;0;81;0;0;REQ004
3221;0;2;79;2;3;REQ001REQ011
3537;0;0;81;3;3;REQ008REQ003
3761;1;1;80;2;0;REQ012REQ001
4083;1;2;80;2;3;REQ014
4418;0;0;81;3;3;REQ008REQ003
4678;0;0;80;2;3;REQ001
4926;0;2;80;2;3;REQ011
5160;0;1;79;2;1;REQ010
5499;1;2;81;0;0;REQ007REQ002REQ012REQ004
5747;1;0;81;0;0;REQ004
6056;0;2;80;2;3;REQ001REQ011
6338;1;0;80;2;0;REQ012
6636;0;0;81;0;0;REQ009REQ004
6949;1;2;80;2;0;REQ012REQ001
