TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
244;1;1;81;0;0;REQ012REQ004
478;0;1;80;2;1;REQ001REQ016
807;1;2;80;2;0;REQ012
1071;1;2;81;0;0;REQ004
1377;0;0;79;2;0;REQ001
1643;0;1;81;1;1;REQ004REQ010REQ002
1978;0;1;79;2;1;REQ001
2227;1;2;79;2;0;REQ012
2486;0;1;79;2;1;REQ010
2727;1;1;80;2;0;REQ012
3039;0;1;80;2;1;REQ016
3326;0;0;79;2;1;
3600;1;0;79;2;0;REQ012
3939;0;1;81;1;1;REQ010REQ002
4208;0;0;80;2;1;REQ001
4446;1;1;80;2;0;REQ012
4759;1;1;79;2;0;
5022;0;1;79;2;1;REQ016
5314;1;2;79;2;0;REQ012
5550;0;2;81;3;3;REQ009REQ017REQ003
5855;1;2;80;2;0;REQ012REQ001
6079;1;1;80;2;1;REQ013
6324;1;0;80;2;0;REQ015
6634;0;2;79;2;3;REQ011
6909;1;1;79;2;0;REQ012
