TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
49;false;10;true;off ;high ;false;REQ001REQ011REQ002
99;false;10;false;off ;high ;false;
146;true;6;false;off ;low ;true;REQ004REQ005REQ003
159;true;7;true;on ;low ;false;REQ006REQ010
181;true;6;false;on ;low ;false;
200;false;6;true;on ;low ;false;
215;false;0;true;on ;low ;false;
240;true;10;true;off ;high ;false;REQ001REQ002REQ011
279;true;1;false;on ;low ;false;REQ004REQ003REQ010
323;false;2;true;on ;low ;false;
350;true;10;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ007
377;false;0;false;on ;low ;false;REQ004REQ003REQ010
416;false;4;true;on ;low ;false;
431;false;0;false;on ;low ;false;
460;false;11;true;off ;high ;false;REQ001REQ011REQ002
491;false;4;false;on ;low ;false;REQ004REQ003REQ010
528;true;6;false;off ;low ;true;REQ005REQ009
567;false;3;true;on ;low ;false;REQ006REQ010
608;false;10;false;off ;high ;false;REQ001REQ002REQ011
643;true;11;false;off ;high ;false;
676;false;11;true;off ;high ;false;
709;false;5;true;on ;low ;false;REQ004REQ003REQ010
745;false;2;false;on ;low ;false;
789;true;1;true;on ;low ;false;
810;true;8;false;on ;low ;false;
856;false;7;false;on ;low ;false;
889;true;11;true;off ;high ;false;REQ001REQ002REQ011
930;false;10;true;off ;high ;false;
968;false;10;false;off ;high ;false;
1006;true;6;true;on ;low ;false;REQ004REQ003REQ010
1026;false;10;true;off ;high ;false;REQ001REQ011REQ002
1037;true;3;true;on ;low ;false;REQ004REQ003REQ010
1072;true;11;false;off ;high ;false;REQ001REQ002REQ011
1099;false;2;false;on ;low ;false;REQ004REQ003REQ010
1124;true;2;false;off ;low ;true;REQ005REQ009
1164;false;10;true;off ;high ;false;REQ001REQ002REQ007
