TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
31;false;10;true;off ;high ;false;REQ001REQ002REQ011
71;true;6;true;on ;low ;false;REQ004REQ003REQ010
114;true;1;true;on ;low ;false;
142;true;3;false;on ;low ;false;
177;false;6;true;on ;low ;false;
196;false;3;true;on ;low ;false;
244;true;4;true;on ;low ;false;
290;false;0;false;on ;low ;false;
325;true;9;true;off ;permitted ;false;REQ001REQ011
344;false;8;false;on ;low ;false;REQ003REQ010
381;true;6;true;on ;low ;false;
429;false;0;true;on ;low ;false;
440;false;6;false;on ;low ;false;
458;false;10;true;off ;high ;false;REQ001REQ011REQ002
493;true;5;true;on ;low ;false;REQ004REQ003REQ010
521;true;5;false;on ;low ;false;
542;true;11;true;off ;high ;false;REQ001REQ002REQ011
586;false;8;false;on ;low ;false;REQ004REQ003REQ010
604;false;1;false;on ;low ;false;
623;false;11;true;off ;high ;false;REQ001REQ011REQ002
644;false;11;false;off ;high ;false;
661;false;8;false;on ;low ;false;REQ004REQ003REQ010
695;false;9;true;off ;permitted ;false;REQ001REQ011
736;false;2;false;on ;low ;false;REQ003REQ010
776;true;9;true;off ;permitted ;false;REQ001REQ011
811;true;7;true;on ;low ;false;REQ003REQ010
861;false;4;false;on ;low ;false;
884;false;10;true;off ;high ;false;REQ001REQ011REQ002
906;true;10;true;off ;high ;false;
928;false;3;false;on ;low ;false;REQ004REQ003REQ010
975;true;6;false;off ;low ;true;REQ005REQ009
1007;true;4;true;on ;low ;false;REQ006REQ010
1018;true;9;true;off ;permitted ;false;REQ001REQ011
1032;false;2;true;on ;low ;false;REQ003REQ010
1082;false;9;true;off ;permitted ;false;REQ001REQ011
1105;true;4;true;on ;low ;false;REQ003REQ010
