TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
303;1;1;80;2;0;REQ012
526;0;2;80;2;3;REQ011
797;0;2;80;2;3;
1133;0;1;80;2;1;REQ010
1361;1;0;80;2;0;REQ012
1640;0;2;79;2;3;REQ011
1875;1;0;81;0;0;REQ012REQ004
2135;1;1;81;1;1;REQ013REQ002
2355;0;1;80;2;1;REQ001
2691;1;0;81;0;0;REQ012REQ004
2954;0;2;79;2;3;REQ001REQ011
3223;0;2;81;3;3;REQ008REQ003
3442;1;1;80;2;0;REQ001REQ012
3761;1;2;79;2;3;REQ014
3998;0;2;79;2;3;
4320;0;1;81;1;1;REQ003REQ010REQ002
4591;0;2;80;2;3;REQ011REQ001
4818;1;2;80;2;0;REQ012
5090;1;2;79;2;0;
5330;0;2;79;2;3;REQ017
5602;0;2;81;3;3;REQ003
5933;1;1;79;2;0;REQ001REQ012
6213;1;1;80;2;0;
6432;0;1;80;2;1;REQ016
6761;0;0;80;2;1;
