TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
51;false;7;true;on ;low ;false;
66;false;9;true;off ;permitted ;false;REQ001REQ011
87;false;9;false;off ;permitted ;false;
109;true;8;true;on ;low ;false;REQ003REQ010
145;false;8;false;on ;low ;false;
158;true;8;true;on ;low ;false;
199;false;0;true;on ;low ;false;
236;false;0;true;on ;low ;false;
276;false;11;false;off ;high ;false;REQ001REQ011REQ002
294;false;8;true;on ;low ;false;REQ004REQ003REQ010
343;true;5;true;on ;low ;false;
385;true;4;false;on ;low ;false;
430;true;6;false;on ;low ;false;
469;false;10;true;off ;high ;false;REQ001REQ011REQ002
519;true;5;false;off ;low ;true;REQ004REQ005REQ003
534;false;9;false;off ;permitted ;true;REQ001
546;false;8;false;off ;low ;true;REQ003
583;true;6;true;on ;low ;false;REQ006REQ010
595;true;10;false;off ;high ;false;REQ001REQ011REQ002
630;true;7;true;on ;low ;false;REQ004REQ003REQ010
662;false;7;true;on ;low ;false;
709;true;7;true;on ;low ;false;
740;true;10;true;off ;high ;false;REQ001REQ011REQ002
779;true;3;true;on ;low ;false;REQ004REQ003REQ010
818;true;9;true;off ;permitted ;false;REQ001REQ011
854;false;7;true;on ;low ;false;REQ003REQ010
868;false;10;true;off ;high ;false;REQ001REQ002REQ011
900;true;8;true;on ;low ;false;REQ004REQ003REQ010
945;true;3;false;on ;low ;false;
961;true;7;false;on ;low ;false;
1002;true;4;false;on ;low ;false;
1021;false;5;false;on ;low ;false;
1061;false;1;true;on ;low ;false;
1110;false;10;true;off ;high ;false;REQ001REQ002REQ011
1140;false;8;false;on ;low ;false;REQ004REQ003REQ010
1162;true;7;false;off ;low ;true;REQ005REQ009
