TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
4;true;true;0;0;REQ001
7;false;true;0;0;
10;false;true;0;0;
13;true;true;0;0;
16;true;false;0;0;
19;false;false;0;0;
21;true;true;0;0;
23;false;true;0;0;
25;false;false;0;0;
28;false;true;0;0;
30;false;true;0;0;
33;true;false;0;0;
36;false;true;0;0;
39;true;true;0;0;
41;true;false;0;0;
44;true;true;0;0;
47;false;true;0;0;
50;false;false;0;0;
52;true;true;0;0;
54;false;false;0;0;
57;true;true;0;0;
59;true;true;0;0;
61;false;false;0;0;
63;false;false;0;0;
65;false;false;0;0;
68;false;true;0;0;
71;false;true;0;0;
73;false;true;0;0;
76;false;false;0;0;
78;true;false;2;0;REQ003
80;false;true;2;0;
