TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;true;0;0;REQ001
6;true;true;0;0;
8;true;true;0;0;
10;true;false;0;0;
13;false;true;0;0;
15;false;false;0;0;
17;true;true;0;0;
20;true;true;0;0;
23;false;true;0;0;
25;false;true;0;0;
27;false;true;0;0;
29;true;true;0;0;
32;false;true;0;0;
35;true;true;0;0;
37;true;true;0;0;
40;false;true;0;0;
42;true;true;0;0;
45;true;true;0;0;
48;true;true;0;0;
51;false;false;0;0;
53;true;true;0;0;
55;true;true;0;0;
57;true;true;0;0;
59;true;false;0;0;
62;true;true;0;0;
65;false;true;0;0;
68;false;false;0;0;
71;false;false;0;0;
73;false;true;0;0;
76;false;true;0;0;
78;true;false;0;0;
81;true;true;0;0;
