TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
323;0;2;81;3;3;REQ005REQ011REQ003
551;0;0;81;3;3;REQ003
888;1;1;80;2;0;REQ012REQ001
1171;0;1;81;1;1;REQ004REQ016REQ002
1476;0;0;81;1;1;REQ002
1744;0;1;79;2;1;REQ001REQ010
2032;1;0;79;2;0;REQ012
2290;0;1;80;2;1;REQ010
2531;0;0;79;2;1;
2849;1;2;79;2;0;REQ012
3173;0;2;81;3;3;REQ009REQ017REQ003
3509;0;2;79;2;3;REQ001
3802;1;1;81;0;0;REQ012REQ004
4080;1;2;81;3;3;REQ004REQ014REQ003
4335;1;2;79;2;3;REQ001
4590;1;0;81;0;0;REQ003REQ015REQ004
4864;1;1;80;2;1;REQ013REQ001
5176;1;2;81;3;3;REQ002REQ014REQ003
5433;0;0;79;2;3;REQ001
5656;1;2;80;2;0;REQ012
5937;1;0;81;0;0;REQ009REQ004
6226;0;2;79;2;3;REQ011REQ001
6507;1;1;81;0;0;REQ012REQ004
6807;0;2;81;3;3;REQ004REQ011REQ003
7111;1;2;80;2;0;REQ012REQ001
