TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;true;0;0;REQ001
6;false;false;0;0;
8;false;true;0;0;
10;true;true;0;0;
13;false;false;0;0;
15;true;false;3;0;REQ002
17;true;false;3;0;
19;true;true;3;0;
22;true;false;3;0;
25;false;true;0;1;REQ004REQ001
28;true;true;0;1;
30;false;true;0;1;
33;true;false;0;1;
36;false;false;0;1;
38;true;false;3;1;REQ002
40;true;true;3;1;
43;true;false;3;1;
46;true;true;3;1;
48;false;true;1;1;REQ004
51;true;true;1;1;
54;true;false;1;1;
56;true;false;1;1;
58;false;false;1;1;
61;false;true;0;1;REQ001
64;true;true;0;1;
66;false;true;0;1;
69;true;false;0;1;
71;true;false;0;1;
73;true;false;0;1;
76;false;false;0;1;
79;true;true;0;1;
81;false;true;0;1;
