TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
5;false;false;1;0;
7;false;true;0;0;REQ001
9;false;false;0;0;
12;false;false;0;0;
15;false;false;0;0;
17;true;true;0;0;
20;false;true;0;0;
22;false;false;0;0;
24;false;false;0;0;
27;false;false;0;0;
29;true;false;3;0;REQ002
32;true;false;3;0;
34;true;false;3;0;
37;true;true;3;0;
39;false;false;1;1;REQ004
41;false;true;0;1;REQ001
44;false;false;0;1;
46;false;false;0;1;
49;false;true;0;1;
52;false;false;0;1;
55;true;true;0;1;
57;false;false;0;1;
60;true;true;0;1;
62;true;true;0;1;
64;true;false;0;1;
66;false;false;0;1;
69;true;false;3;1;REQ002
71;false;true;3;1;
73;false;true;3;1;
75;true;false;3;1;
77;true;false;3;1;
