TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
34;false;3;false;on ;low ;false;
73;true;8;true;on ;low ;false;
95;true;7;true;on ;low ;false;
113;false;8;false;on ;low ;false;
139;true;4;false;off ;low ;true;REQ005REQ009
172;true;6;true;on ;low ;false;REQ006REQ010
201;false;11;false;off ;high ;false;REQ001REQ002REQ011
238;true;4;false;off ;low ;true;REQ004REQ003REQ005
257;true;11;true;off ;high ;false;REQ006REQ010REQ001REQ011REQ002
276;false;1;false;on ;low ;false;REQ004REQ003REQ010
310;true;2;true;on ;low ;false;
329;true;10;false;off ;high ;false;REQ001REQ002REQ011
350;false;11;false;off ;high ;false;
366;false;4;true;on ;low ;false;REQ004REQ003REQ010
380;true;10;true;off ;high ;false;REQ001REQ011REQ002
402;true;7;false;on ;low ;false;REQ004REQ003REQ010
437;true;2;false;on ;low ;false;
454;true;6;false;on ;low ;false;
471;false;8;false;on ;low ;false;
500;false;1;false;on ;low ;false;
517;true;2;true;on ;low ;false;
548;false;3;false;on ;low ;false;
563;false;7;true;on ;low ;false;
572;true;3;true;on ;low ;false;
621;true;9;true;off ;permitted ;false;REQ001REQ011
634;false;8;true;on ;low ;false;REQ003REQ010
648;true;2;false;off ;low ;true;REQ005REQ009
691;true;9;true;off ;permitted ;false;REQ006REQ010REQ001REQ011
717;true;7;true;on ;low ;false;REQ003REQ010
766;true;5;false;on ;low ;false;
783;false;5;true;on ;low ;false;
829;true;9;false;off ;permitted ;true;REQ005REQ009REQ001
839;false;4;false;off ;low ;true;REQ003
849;true;9;true;off ;permitted ;false;REQ001REQ006
864;false;5;true;on ;low ;false;REQ003REQ010
911;true;8;true;on ;low ;false;
