TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;false;false;0;0;
8;true;false;3;0;REQ002
10;true;true;3;0;
12;true;false;3;0;
15;false;true;3;0;
18;false;false;1;1;REQ004
20;false;false;1;1;
22;false;false;1;1;
25;false;true;0;1;REQ001
28;true;false;0;1;
30;false;false;0;1;
33;false;true;0;1;
35;true;true;0;1;
38;true;false;0;1;
40;false;true;0;1;
43;true;false;0;1;
45;true;false;0;1;
48;true;true;0;1;
50;false;true;0;1;
53;false;true;0;1;
56;false;true;0;1;
58;false;true;0;1;
61;false;false;0;1;
63;false;true;0;1;
66;false;false;0;1;
69;false;false;0;1;
72;false;false;0;1;
75;false;true;0;1;
77;false;true;0;1;
80;false;true;0;1;
83;true;false;0;1;
