TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
12;false;false;true;false;2;REQ003
37;false;false;false;true;1;REQ002
81;false;true;false;false;5;REQ007
115;true;false;false;false;4;REQ005
149;false;false;false;true;1;REQ002
163;true;true;false;true;1;
193;false;false;false;true;1;REQ002
221;true;true;true;true;1;
239;false;false;true;false;2;REQ003
274;false;true;true;true;5;REQ007
303;false;true;false;true;5;REQ007
329;true;false;true;false;4;REQ005
349;false;true;false;true;5;REQ007
368;false;true;true;false;5;REQ007
396;true;false;true;false;4;REQ005
433;false;false;false;false;3;REQ004
481;true;false;false;true;4;REQ005
532;true;false;true;false;4;REQ005
576;true;true;false;true;4;REQ006
602;true;false;true;false;4;REQ005
619;true;true;false;true;4;REQ006
657;false;true;false;false;5;REQ007
701;true;true;true;false;5;REQ008
732;false;false;false;false;3;REQ004
775;false;false;true;true;0;REQ001
