TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
45;true;false;true;false;4;REQ005
84;true;false;true;false;4;REQ005
113;true;false;true;false;4;REQ005
132;true;false;true;false;4;REQ005
146;true;false;true;true;4;REQ005
192;true;false;true;false;4;REQ005
216;false;true;false;true;5;REQ007
240;true;false;false;true;4;REQ005
275;false;false;true;false;2;REQ003
310;false;true;false;false;5;REQ007
328;false;false;false;true;1;REQ002
377;false;true;false;false;5;REQ007
401;true;false;true;true;4;REQ005
421;true;true;false;true;4;REQ006
436;true;true;false;false;4;
466;true;false;false;false;4;REQ005
502;false;false;true;true;0;REQ001
543;false;true;false;false;5;REQ007
561;true;false;true;true;4;REQ005
587;false;true;true;true;5;REQ007
608;false;false;true;false;2;REQ003
627;false;true;false;false;5;REQ007
672;true;true;true;false;5;REQ008
706;true;true;true;true;5;
753;false;false;true;false;2;REQ003
