TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
22;true;6;true;on ;low ;false;
46;true;10;false;off ;high ;false;REQ001REQ002REQ011
91;true;2;false;on ;low ;false;REQ004REQ003REQ010
115;false;9;false;off ;permitted ;false;REQ001REQ011
125;true;11;true;off ;high ;false;REQ002
144;true;11;true;off ;high ;false;
185;false;1;false;on ;low ;false;REQ004REQ003REQ010
199;false;8;false;on ;low ;false;
247;true;9;false;off ;permitted ;true;REQ001REQ011REQ005
256;false;11;true;off ;high ;false;REQ006REQ002
291;false;4;true;on ;low ;false;REQ004REQ003REQ010
303;true;5;true;on ;low ;false;
342;true;6;true;on ;low ;false;
379;true;10;true;off ;high ;false;REQ001REQ002REQ011
426;true;9;true;off ;permitted ;false;REQ004
477;false;5;false;on ;low ;false;REQ003REQ010
502;false;10;true;off ;high ;false;REQ001REQ011REQ002
546;false;9;false;off ;permitted ;false;REQ004
592;false;0;true;on ;low ;false;REQ003REQ010
608;true;5;false;off ;low ;true;REQ005REQ009
643;true;3;true;on ;low ;false;REQ006REQ010
684;false;8;true;on ;low ;false;
696;true;8;true;on ;low ;false;
718;true;2;true;on ;low ;false;
752;false;10;true;off ;high ;false;REQ001REQ002REQ011
782;true;9;true;off ;permitted ;false;REQ004
816;false;2;true;on ;low ;false;REQ003REQ010
825;false;11;true;off ;high ;false;REQ001REQ002REQ011
875;true;9;true;off ;permitted ;false;REQ004
886;true;7;false;on ;low ;false;REQ003REQ010
933;false;3;false;on ;low ;false;
959;false;3;false;on ;low ;false;
980;false;3;false;on ;low ;false;
1021;false;9;true;off ;permitted ;false;REQ001REQ011
1068;false;2;false;on ;low ;false;REQ003REQ010
1113;false;11;false;off ;high ;false;REQ001REQ011REQ002
