TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
254;1;0;79;2;0;REQ012
582;0;2;80;2;3;REQ011
829;0;2;81;3;3;REQ008REQ003
1062;0;2;81;3;3;REQ003
1283;1;0;80;2;0;REQ001REQ012
1600;0;1;80;2;1;REQ010
1874;0;2;80;2;3;REQ011
2147;0;2;81;3;3;REQ003
2437;0;1;79;2;1;REQ010REQ001
2760;0;0;79;2;1;
2998;0;0;80;2;1;
3313;1;2;79;2;0;REQ012
3599;0;2;79;2;3;REQ017
3854;1;2;80;2;0;REQ012
4161;1;0;80;2;0;
4455;1;1;79;2;1;REQ013
4770;1;1;81;1;1;REQ007REQ002
5000;1;1;79;2;1;REQ001
5310;1;1;79;2;1;
5641;1;2;79;2;3;REQ014
5922;0;1;81;1;1;REQ003REQ010REQ002
6155;0;0;80;2;1;REQ001
6397;1;2;79;2;0;REQ012
6699;0;0;80;2;0;
6926;1;1;79;2;0;REQ012
