TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
20;true;9;true;off ;permitted ;false;REQ001REQ011
43;true;9;true;off ;permitted ;false;
61;true;10;false;off ;high ;false;REQ002
79;true;2;false;on ;low ;false;REQ004REQ003REQ010
103;true;7;true;on ;low ;false;
150;false;4;false;on ;low ;false;
183;false;6;false;on ;low ;false;
215;true;8;true;on ;low ;false;
224;true;8;false;on ;low ;false;
250;true;9;true;off ;permitted ;false;REQ001REQ011
288;true;7;false;on ;low ;false;REQ003REQ010
337;false;11;false;off ;high ;false;REQ001REQ011REQ002
355;false;7;true;on ;low ;false;REQ004REQ003REQ010
374;false;1;true;on ;low ;false;
391;false;1;true;on ;low ;false;
428;true;10;false;off ;high ;false;REQ005REQ001REQ002REQ007REQ011
478;false;1;false;on ;low ;false;REQ004REQ003REQ010
491;true;0;false;off ;low ;true;REQ005REQ009
514;false;0;false;off ;low ;true;
553;true;9;true;off ;permitted ;false;REQ001REQ006
576;true;9;true;off ;permitted ;false;
599;false;11;true;off ;high ;false;REQ002
616;false;5;true;on ;low ;false;REQ004REQ003REQ010
653;true;7;true;on ;low ;false;
680;true;8;false;on ;low ;false;
718;true;9;false;off ;permitted ;false;REQ001REQ011
732;false;6;false;on ;low ;false;REQ003REQ010
779;false;11;false;off ;high ;false;REQ001REQ011REQ002
797;false;2;true;on ;low ;false;REQ004REQ003REQ010
840;true;10;true;off ;high ;false;REQ001REQ011REQ002
875;false;3;false;on ;low ;false;REQ004REQ003REQ010
886;false;11;false;off ;high ;false;REQ001REQ011REQ002
907;false;2;true;on ;low ;false;REQ004REQ003REQ010
948;true;10;false;off ;high ;false;REQ001REQ002REQ011
966;true;1;true;on ;low ;false;REQ004REQ003REQ010
979;false;7;true;on ;low ;false;
