TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
252;0;0;81;2;2;REQ005
580;1;1;79;2;0;REQ012REQ001
804;0;2;80;2;3;REQ011
1141;0;2;79;2;3;
1427;1;0;81;0;0;REQ003REQ012REQ004
1663;1;1;80;2;1;REQ013REQ001
1926;1;0;79;2;0;REQ015
2233;0;2;81;3;3;REQ009REQ011REQ003
2563;0;1;81;1;1;REQ003REQ010REQ002
2878;1;1;79;2;0;REQ001REQ012
3150;1;2;79;2;3;REQ014
3380;0;0;79;2;3;
3605;1;0;80;2;0;REQ012
3862;0;0;80;2;0;
4199;0;1;81;1;1;REQ009REQ010REQ002
4419;0;0;80;2;1;REQ001
4753;0;0;79;2;1;
5004;0;2;80;2;3;REQ011
5225;0;0;80;2;3;
5477;0;0;79;2;3;
5800;1;2;81;0;0;REQ008REQ003REQ012REQ004
6080;0;1;79;2;1;REQ001REQ010
6360;0;1;81;1;1;REQ007REQ002
6591;1;0;80;2;0;REQ001REQ012
6850;0;1;79;2;1;REQ010
