TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
25;true;6;true;on ;low ;false;
62;true;0;false;on ;low ;false;
81;false;1;true;on ;low ;false;
120;false;9;false;off ;permitted ;false;REQ001REQ011
131;false;4;false;on ;low ;false;REQ003REQ010
168;false;2;true;on ;low ;false;
190;true;10;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ008
234;true;9;true;off ;permitted ;false;REQ004
279;false;1;false;on ;low ;false;REQ003REQ010
294;true;2;false;off ;low ;true;REQ005REQ009
313;false;9;false;off ;permitted ;true;REQ001
325;true;8;false;off ;low ;true;REQ003
348;true;10;false;off ;high ;false;REQ001REQ002REQ007
377;true;5;false;on ;low ;false;REQ004REQ003REQ010
404;true;8;false;on ;low ;false;
442;true;9;false;off ;permitted ;false;REQ001REQ011
474;false;0;true;on ;low ;false;REQ003REQ010
522;false;3;true;on ;low ;false;
532;true;8;true;on ;low ;false;
576;true;5;true;on ;low ;false;
613;true;6;true;on ;low ;false;
625;false;5;true;on ;low ;false;
649;false;6;true;on ;low ;false;
666;false;10;false;off ;high ;false;REQ001REQ011REQ002
715;true;8;true;on ;low ;false;REQ004REQ003REQ010
739;true;6;false;on ;low ;false;
773;false;1;true;on ;low ;false;
818;true;6;false;off ;low ;true;REQ005REQ009
852;false;3;false;off ;low ;true;
869;true;9;false;off ;permitted ;true;REQ001
881;true;2;false;off ;low ;true;REQ003
901;true;2;false;off ;low ;true;
938;true;7;true;on ;low ;false;REQ006REQ010
986;true;2;true;on ;low ;false;
1001;true;0;false;on ;low ;false;
1034;false;11;false;off ;high ;false;REQ001REQ002REQ011
