TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
19;false;4;false;on ;low ;false;
52;false;0;true;on ;low ;false;
96;true;3;false;off ;low ;true;REQ005REQ009
147;true;7;false;off ;low ;true;
189;true;3;true;on ;low ;false;REQ006REQ010
233;false;2;true;on ;low ;false;
254;true;10;true;off ;high ;false;REQ001REQ011REQ002
282;true;1;true;on ;low ;false;REQ004REQ003REQ010
313;true;8;true;on ;low ;false;
356;false;9;false;off ;permitted ;false;REQ001REQ011
397;true;0;true;on ;low ;false;REQ003REQ010
440;true;3;true;on ;low ;false;
482;false;11;false;off ;high ;false;REQ001REQ011REQ002
491;false;10;false;off ;high ;false;
507;false;10;true;off ;high ;false;
523;false;4;false;on ;low ;false;REQ004REQ003REQ010
552;false;9;true;off ;permitted ;false;REQ001REQ011
600;false;1;true;on ;low ;false;REQ003REQ010
623;false;5;true;on ;low ;false;
673;false;1;false;on ;low ;false;
691;false;3;false;on ;low ;false;
701;false;8;true;on ;low ;false;
751;true;1;true;on ;low ;false;
783;true;1;true;on ;low ;false;
822;true;11;true;off ;high ;false;REQ001REQ011REQ002
846;true;1;false;on ;low ;false;REQ004REQ003REQ010
879;false;11;false;off ;high ;false;REQ001REQ002REQ011
894;false;10;true;off ;high ;false;
934;true;3;false;off ;low ;true;REQ004REQ005REQ003
976;true;3;true;on ;low ;false;REQ006REQ010
1006;true;4;true;on ;low ;false;
1020;false;9;true;off ;permitted ;false;REQ001REQ011
1043;false;5;false;on ;low ;false;REQ003REQ010
1074;false;0;false;on ;low ;false;
1096;true;4;false;off ;low ;true;REQ005REQ009
1113;true;0;false;off ;low ;true;
