TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
49;true;true;true;true;3;
84;true;true;false;true;3;
123;true;true;true;false;3;
146;true;false;false;false;4;REQ005
181;true;false;false;true;4;REQ005
202;true;true;false;false;4;REQ006
222;true;true;true;false;4;
272;true;false;false;true;4;REQ005
281;false;false;true;true;0;REQ001
301;true;false;false;false;4;REQ005
327;true;false;true;false;4;REQ005
377;true;true;true;false;4;REQ006
388;false;true;false;true;5;REQ007
433;true;false;true;false;4;REQ005
448;true;true;false;true;4;REQ006
462;true;true;true;true;4;
502;true;false;true;true;4;REQ005
541;false;false;true;true;0;REQ001
560;true;false;true;false;4;REQ005
601;false;false;true;true;0;REQ001
612;false;true;true;false;5;REQ007
622;true;true;false;true;5;REQ008
667;false;true;false;true;5;REQ007
690;true;false;true;true;4;REQ005
740;true;false;true;true;4;REQ005
