TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
260;0;1;79;2;1;REQ010
534;1;1;79;2;0;REQ012
819;0;0;79;2;0;
1097;0;1;80;2;1;REQ010
1392;1;2;81;0;0;REQ012REQ004
1699;0;1;81;1;1;REQ004REQ010REQ002
2001;0;1;79;2;1;REQ001
2249;1;2;80;2;0;REQ012
2536;0;1;81;1;1;REQ010REQ002
2775;1;1;81;0;0;REQ002REQ012REQ004
3020;0;2;79;2;3;REQ011REQ001
3299;1;2;80;2;0;REQ012
3541;1;0;79;2;0;
3840;1;2;80;2;3;REQ014
4086;0;2;80;2;3;
4330;0;0;79;2;3;
4614;1;0;81;0;0;REQ003REQ012REQ004
4918;0;2;79;2;3;REQ011REQ001
5231;0;1;80;2;1;REQ010
5461;1;1;80;2;0;REQ012
5776;0;1;79;2;1;REQ016
6063;1;1;81;0;0;REQ012REQ004
6359;1;1;81;0;0;REQ004
6673;1;0;80;2;0;REQ001
6988;1;1;81;1;1;REQ013REQ002
