TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
26;false;6;false;on ;low ;false;
60;false;11;true;off ;high ;false;REQ001REQ011REQ002
73;false;9;false;off ;permitted ;false;REQ004
99;false;7;true;on ;low ;false;REQ003REQ010
140;true;11;true;off ;high ;false;REQ001REQ011REQ002
183;false;1;true;on ;low ;false;REQ004REQ003REQ010
212;false;4;true;on ;low ;false;
246;true;4;false;off ;low ;true;REQ005REQ009
273;true;3;true;on ;low ;false;REQ006REQ010
300;true;11;true;off ;high ;false;REQ001REQ002REQ011
344;true;4;false;on ;low ;false;REQ004REQ003REQ010
375;false;11;false;off ;high ;false;REQ001REQ002REQ011
385;true;2;true;on ;low ;false;REQ004REQ003REQ010
395;true;11;false;off ;high ;false;REQ001REQ011REQ002
413;false;7;true;on ;low ;false;REQ004REQ003REQ010
444;true;5;false;off ;low ;true;REQ005REQ009
478;true;6;true;on ;low ;false;REQ006REQ010
527;true;1;true;on ;low ;false;
562;false;1;false;on ;low ;false;
591;true;3;true;on ;low ;false;
619;true;2;false;on ;low ;false;
659;false;6;true;on ;low ;false;
691;false;11;true;off ;high ;false;REQ001REQ011REQ002
711;false;11;true;off ;high ;false;
742;false;9;false;off ;permitted ;false;REQ004
773;false;4;false;on ;low ;false;REQ003REQ010
822;false;7;true;on ;low ;false;
847;true;5;true;on ;low ;false;
867;false;6;true;on ;low ;false;
880;true;10;false;off ;high ;false;REQ001REQ011REQ002
905;false;10;true;off ;high ;false;
951;true;4;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
996;true;2;false;off ;low ;true;
1041;true;11;true;off ;high ;false;REQ006REQ010REQ001REQ002REQ011
1056;false;1;false;on ;low ;false;REQ004REQ003REQ010
1074;false;0;true;on ;low ;false;
