TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
229;1;0;81;0;0;REQ005REQ012REQ004
452;0;2;81;3;3;REQ011REQ003
720;0;2;79;2;3;REQ001
988;1;1;81;0;0;REQ008REQ003REQ012REQ004
1227;0;1;81;1;1;REQ004REQ016REQ002
1499;0;0;79;2;1;REQ001
1734;0;1;79;2;1;REQ010
2010;0;1;80;2;1;
2337;0;1;79;2;1;
2617;1;1;79;2;0;REQ012
2874;1;2;79;2;3;REQ014
3194;0;0;80;2;3;
3434;1;2;80;2;0;REQ012
3666;0;0;81;0;0;REQ004
3946;1;2;79;2;0;REQ012REQ001
4245;0;1;79;2;1;REQ010
4583;1;0;79;2;0;REQ012
4862;0;0;79;2;0;
5175;0;1;80;2;1;REQ010
5400;1;1;81;0;0;REQ007REQ012REQ004
5732;0;0;79;2;0;REQ001
6015;1;0;80;2;0;REQ012
6347;1;0;80;2;0;
6682;0;1;79;2;1;REQ010
7013;1;2;80;2;0;REQ012
