TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
22;true;false;false;true;4;REQ005
52;true;true;true;true;4;REQ006
88;false;true;true;true;5;REQ007
137;true;false;true;false;4;REQ005
151;true;true;false;true;4;REQ006
180;true;false;false;false;4;REQ005
204;false;false;true;false;2;REQ003
252;true;false;false;true;4;REQ005
291;true;false;true;false;4;REQ005
317;false;true;true;true;5;REQ007
336;true;false;true;false;4;REQ005
376;true;true;false;false;4;REQ006
411;true;false;false;true;4;REQ005
423;true;false;true;false;4;REQ005
439;false;false;true;true;0;REQ001
462;true;true;true;true;0;
490;false;false;true;true;0;REQ001
538;false;false;true;true;0;REQ001
573;true;false;true;false;4;REQ005
621;false;true;true;false;5;REQ007
649;true;true;true;true;5;REQ008
665;true;true;true;true;5;
682;false;false;false;true;1;REQ002
704;true;false;true;true;4;REQ005
749;false;true;false;true;5;REQ007
