TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
23;false;7;false;on ;low ;false;
54;true;3;false;off ;low ;true;REQ005REQ009
67;true;9;true;off ;permitted ;false;REQ001REQ006
101;false;8;true;on ;low ;false;REQ003REQ010
126;true;11;false;off ;high ;false;REQ001REQ011REQ005REQ002REQ007
137;true;9;false;off ;permitted ;false;REQ004
160;false;11;false;off ;high ;false;REQ002
204;false;6;true;on ;low ;false;REQ004REQ003REQ010
238;true;11;false;off ;high ;false;REQ001REQ005REQ011REQ002REQ008
267;true;3;true;on ;low ;false;REQ004REQ003REQ010
288;false;7;true;on ;low ;false;
323;false;9;true;off ;permitted ;false;REQ001REQ011
339;false;2;false;on ;low ;false;REQ003REQ010
350;true;7;false;off ;low ;true;REQ005REQ009
386;false;3;false;off ;low ;true;
413;false;10;true;off ;high ;false;REQ001REQ006REQ002
437;false;7;true;on ;low ;false;REQ004REQ003REQ010
454;true;3;true;on ;low ;false;
488;true;6;true;on ;low ;false;
509;true;2;true;on ;low ;false;
533;false;9;true;off ;permitted ;false;REQ001REQ011
569;true;5;true;on ;low ;false;REQ003REQ010
605;false;4;false;on ;low ;false;
614;false;10;true;off ;high ;false;REQ001REQ002REQ011
655;false;10;false;off ;high ;false;
703;false;10;false;off ;high ;false;
729;false;9;true;off ;permitted ;false;REQ004
746;false;11;true;off ;high ;false;REQ002
795;true;3;false;off ;low ;true;REQ004REQ005REQ003
826;false;2;false;off ;low ;true;
865;true;0;true;on ;low ;false;REQ006REQ010
902;true;6;true;on ;low ;false;
925;true;7;true;on ;low ;false;
934;false;10;true;off ;high ;false;REQ001REQ011REQ002
980;false;3;false;on ;low ;false;REQ004REQ003REQ010
1013;false;5;false;on ;low ;false;
