TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
44;true;6;true;on ;low ;false;
84;true;2;false;on ;low ;false;
114;true;0;false;on ;low ;false;
136;false;3;false;on ;low ;false;
163;true;11;false;off ;high ;false;REQ001REQ002REQ011
178;true;10;true;off ;high ;false;
227;true;7;true;on ;low ;false;REQ004REQ003REQ010
242;true;10;true;off ;high ;false;REQ001REQ011REQ002
276;false;0;false;on ;low ;false;REQ004REQ003REQ010
310;false;9;false;off ;permitted ;false;REQ001REQ011
349;true;3;false;off ;low ;true;REQ005REQ003
396;false;11;false;off ;high ;false;REQ001REQ002REQ008
442;true;8;false;off ;low ;true;REQ004REQ003REQ005
459;true;5;false;off ;low ;true;
484;false;4;false;off ;low ;true;
496;false;6;true;on ;low ;false;REQ006REQ010
542;false;3;true;on ;low ;false;
584;true;0;false;off ;low ;true;REQ005REQ009
601;false;5;true;on ;low ;false;REQ006REQ010
648;false;3;false;on ;low ;false;
662;false;9;true;off ;permitted ;false;REQ001REQ011
694;false;5;false;on ;low ;false;REQ003REQ010
732;true;2;false;off ;low ;true;REQ005REQ009
779;true;8;true;on ;low ;false;REQ006REQ010
825;false;7;true;on ;low ;false;
849;true;8;false;off ;low ;true;REQ005REQ009
880;false;3;false;off ;low ;true;
894;false;9;true;off ;permitted ;false;REQ006REQ010REQ001REQ011
929;false;3;true;on ;low ;false;REQ003REQ010
955;false;6;true;on ;low ;false;
977;false;8;false;on ;low ;false;
997;false;3;true;on ;low ;false;
1015;false;11;false;off ;high ;false;REQ001REQ002REQ011
1024;true;5;false;off ;low ;true;REQ004REQ005REQ003
1039;false;3;true;on ;low ;false;REQ006REQ010
1086;true;8;false;off ;low ;true;REQ005REQ009
