TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
24;true;false;false;true;4;REQ005
57;true;false;true;false;4;REQ005
81;false;true;false;false;5;REQ007
120;false;false;true;true;0;REQ001
161;true;false;false;true;4;REQ005
198;true;true;false;true;4;REQ006
225;true;true;true;true;4;
275;false;true;false;true;5;REQ007
292;true;false;false;false;4;REQ005
341;true;false;true;false;4;REQ005
355;true;false;true;true;4;REQ005
384;true;false;true;false;4;REQ005
413;true;false;true;true;4;REQ005
436;false;true;false;true;5;REQ007
474;true;true;true;false;5;REQ008
520;false;false;false;false;3;REQ004
534;true;true;true;true;3;
570;false;true;true;true;5;REQ007
596;false;false;true;true;0;REQ001
640;true;true;false;true;0;
688;false;false;false;false;3;REQ004
703;true;false;false;true;4;REQ005
721;true;true;false;true;4;REQ006
745;true;true;true;true;4;
776;true;false;true;false;4;REQ005
