TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
338;0;1;80;2;1;REQ010
646;1;2;79;2;0;REQ012
965;0;0;79;2;0;
1296;1;0;81;0;0;REQ012REQ004
1611;0;0;80;2;0;REQ001
1905;1;2;79;2;0;REQ012
2157;0;0;79;2;0;
2436;0;1;81;1;1;REQ009REQ004REQ010REQ002
2773;1;0;80;2;0;REQ012REQ001
3111;0;2;79;2;3;REQ011
3436;0;2;81;3;3;REQ003
3704;0;2;80;2;3;REQ001
4023;0;0;80;2;3;
4278;1;0;79;2;0;REQ012
4516;0;0;81;0;0;REQ009REQ004
4757;0;2;79;2;3;REQ001REQ011
5008;0;2;80;2;3;
5294;1;2;80;2;0;REQ012
5532;1;0;81;0;0;REQ004
5838;1;1;79;2;1;REQ001REQ013
6170;0;0;79;2;1;
6404;0;2;79;2;3;REQ011
6640;0;0;80;2;3;
6902;1;2;80;2;0;REQ012
7141;0;0;81;0;0;REQ009REQ004
