TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
23;false;false;true;false;2;REQ003
42;true;false;true;true;4;REQ005
62;false;true;true;true;5;REQ007
110;false;true;false;true;5;REQ007
157;true;false;false;false;4;REQ005
177;false;true;true;true;5;REQ007
223;true;false;false;true;4;REQ005
257;true;true;false;true;4;REQ006
294;false;true;false;false;5;REQ007
314;true;true;false;true;5;REQ008
347;true;false;false;false;4;REQ005
357;true;true;true;false;4;REQ006
391;true;true;false;true;4;
406;false;true;true;false;5;REQ007
440;true;false;false;false;4;REQ005
459;true;false;false;true;4;REQ005
469;true;false;true;false;4;REQ005
515;true;true;true;true;4;REQ006
538;false;true;true;true;5;REQ007
584;false;true;false;true;5;REQ007
610;true;true;false;false;5;REQ008
624;true;true;false;false;5;
662;true;false;true;false;4;REQ005
708;true;true;false;true;4;REQ006
734;true;true;false;true;4;
