TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
13;true;9;false;off ;permitted ;true;REQ005REQ009REQ001
58;false;5;false;off ;low ;true;REQ003
88;true;7;false;off ;low ;true;
137;false;7;false;off ;low ;true;
181;true;5;true;on ;low ;false;REQ006REQ010
205;true;2;true;on ;low ;false;
218;true;2;false;on ;low ;false;
267;false;5;false;on ;low ;false;
285;false;4;true;on ;low ;false;
319;true;10;true;off ;high ;false;REQ001REQ002REQ011
351;false;9;false;off ;permitted ;false;REQ004
375;true;10;false;off ;high ;false;REQ005REQ002REQ007
394;false;9;false;off ;permitted ;false;REQ004
414;false;10;false;off ;high ;false;REQ002
456;false;2;false;on ;low ;false;REQ004REQ003REQ010
479;true;9;true;off ;permitted ;false;REQ001REQ011
524;true;11;true;off ;high ;false;REQ002
548;false;10;true;off ;high ;false;
596;false;9;true;off ;permitted ;false;REQ004
631;false;3;true;on ;low ;false;REQ003REQ010
675;true;3;false;off ;low ;true;REQ005REQ009
685;false;4;false;off ;low ;true;
732;true;10;false;off ;high ;false;REQ001REQ002REQ008
781;false;9;true;off ;permitted ;false;REQ004
827;false;9;true;off ;permitted ;false;
871;false;0;false;on ;low ;false;REQ003REQ010
911;false;9;true;off ;permitted ;false;REQ001REQ011
922;false;4;false;on ;low ;false;REQ003REQ010
954;true;6;true;on ;low ;false;
977;true;4;false;on ;low ;false;
1025;false;5;false;on ;low ;false;
1067;false;7;true;on ;low ;false;
1107;true;9;false;off ;permitted ;true;REQ005REQ009REQ001
1121;false;6;true;on ;low ;false;REQ003REQ006REQ010
1149;true;10;true;off ;high ;false;REQ001REQ002REQ011
1188;true;7;true;on ;low ;false;REQ004REQ003REQ010
