TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
265;1;2;81;0;0;REQ012REQ004
493;0;1;81;1;1;REQ004REQ010REQ002
770;1;1;80;2;0;REQ001REQ012
1094;1;1;79;2;0;
1315;0;1;81;1;1;REQ009REQ016REQ002
1635;0;0;80;2;1;REQ001
1973;0;1;80;2;1;REQ010
2305;0;1;80;2;1;
2645;1;1;79;2;0;REQ012
2976;1;0;80;2;0;
3268;1;0;80;2;0;
3557;0;2;80;2;3;REQ011
3864;1;2;80;2;0;REQ012
4138;1;0;80;2;0;
4415;1;0;79;2;0;
4656;1;0;80;2;0;
4939;0;2;80;2;3;REQ011
5181;1;0;79;2;0;REQ012
5479;0;0;80;2;0;
5814;0;2;80;2;3;REQ011
6040;0;2;79;2;3;
6276;1;0;80;2;0;REQ012
6561;0;2;80;2;3;REQ011
6796;1;1;81;0;0;REQ003REQ012REQ004
7018;1;2;80;2;3;REQ001REQ014
