TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
35;false;11;false;off ;high ;false;REQ001REQ002REQ011
45;true;7;true;on ;low ;false;REQ004REQ003REQ010
89;true;0;false;on ;low ;false;
127;true;11;false;off ;high ;false;REQ001REQ011REQ002
153;true;9;true;off ;permitted ;false;REQ004
193;true;4;true;on ;low ;false;REQ003REQ010
206;false;0;false;on ;low ;false;
226;false;7;false;on ;low ;false;
267;false;11;true;off ;high ;false;REQ001REQ002REQ011
314;false;8;true;on ;low ;false;REQ004REQ003REQ010
356;false;5;true;on ;low ;false;
385;true;4;true;on ;low ;false;
402;false;5;true;on ;low ;false;
444;true;8;true;on ;low ;false;
462;true;6;false;on ;low ;false;
504;false;11;false;off ;high ;false;REQ001REQ002REQ011
546;false;6;false;on ;low ;false;REQ004REQ003REQ010
586;false;8;false;on ;low ;false;
633;false;10;false;off ;high ;false;REQ001REQ002REQ011
657;false;5;true;on ;low ;false;REQ004REQ003REQ010
678;true;2;true;on ;low ;false;
712;false;4;false;on ;low ;false;
744;false;0;true;on ;low ;false;
791;false;7;true;on ;low ;false;
824;true;2;true;on ;low ;false;
841;false;5;false;on ;low ;false;
861;true;4;true;on ;low ;false;
886;true;11;true;off ;high ;false;REQ001REQ011REQ002
925;true;3;false;on ;low ;false;REQ004REQ003REQ010
947;true;8;true;on ;low ;false;
992;true;10;true;off ;high ;false;REQ001REQ011REQ002
1012;true;6;false;on ;low ;false;REQ004REQ003REQ010
1025;true;4;true;on ;low ;false;
1044;true;11;false;off ;high ;false;REQ001REQ011REQ002
1077;true;0;false;on ;low ;false;REQ004REQ003REQ010
1107;true;0;true;on ;low ;false;
