TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
4;true;false;0;0;
6;false;false;0;0;
9;false;false;0;0;
11;true;false;3;0;REQ002
13;true;false;3;0;
16;false;true;3;0;
19;false;true;3;0;
22;true;true;1;1;REQ004
25;true;true;1;1;
27;false;true;1;1;
29;false;false;1;1;
32;false;false;1;1;
34;true;false;1;1;
37;false;true;0;1;REQ001
39;true;true;0;1;
41;false;true;0;1;
43;false;true;0;1;
45;true;true;0;1;
47;true;false;0;1;
49;false;true;0;1;
52;false;true;0;1;
55;true;true;0;1;
58;true;true;0;1;
61;true;true;0;1;
64;false;true;0;1;
66;false;true;0;1;
69;true;false;0;1;
72;false;true;0;1;
74;false;true;0;1;
76;true;false;0;1;
79;false;true;0;1;
