TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
4;true;true;0;0;REQ001
6;true;true;0;0;
8;false;true;0;0;
10;true;true;0;0;
13;false;true;0;0;
15;true;false;0;0;
17;false;false;0;0;
20;false;false;0;0;
23;false;false;0;0;
26;false;false;0;0;
29;true;false;3;0;REQ002
31;true;true;3;0;
33;true;false;3;0;
35;true;false;3;0;
38;true;true;3;0;
41;true;false;1;1;REQ004
43;true;false;1;1;
46;false;false;1;1;
48;false;false;1;1;
51;false;true;0;1;REQ001
54;true;true;0;1;
56;true;false;0;1;
59;true;false;0;1;
61;false;true;0;1;
63;false;false;0;1;
65;false;false;0;1;
68;true;true;0;1;
70;true;false;0;1;
72;true;false;0;1;
75;false;false;0;1;
77;true;false;3;1;REQ002
