TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
44;false;3;false;on ;low ;false;
89;true;8;true;on ;low ;false;
100;false;2;true;on ;low ;false;
138;false;10;false;off ;high ;false;REQ001REQ002REQ011
153;false;5;true;on ;low ;false;REQ004REQ003REQ010
178;false;3;false;on ;low ;false;
187;false;9;false;off ;permitted ;false;REQ001REQ011
207;false;8;true;on ;low ;false;REQ003REQ010
219;true;4;true;on ;low ;false;
230;true;0;false;on ;low ;false;
267;false;10;false;off ;high ;false;REQ001REQ002REQ011
315;true;3;true;on ;low ;false;REQ004REQ003REQ010
353;true;2;true;on ;low ;false;
379;false;5;true;on ;low ;false;
396;false;6;false;on ;low ;false;
437;false;4;true;on ;low ;false;
464;false;11;true;off ;high ;false;REQ001REQ011REQ002
489;true;6;false;off ;low ;true;REQ004REQ005REQ003
515;true;9;true;off ;permitted ;false;REQ006REQ001
545;true;9;false;off ;permitted ;false;
575;true;3;true;on ;low ;false;REQ003REQ010
621;false;7;true;on ;low ;false;
636;true;6;false;off ;low ;true;REQ005REQ009
668;false;3;false;off ;low ;true;
703;false;6;false;off ;low ;true;
727;true;8;false;off ;low ;true;
772;false;7;true;on ;low ;false;REQ006REQ010
785;false;10;false;off ;high ;false;REQ001REQ011REQ002
803;true;0;true;on ;low ;false;REQ004REQ003REQ010
818;true;7;false;on ;low ;false;
863;false;9;false;off ;permitted ;false;REQ001REQ011
886;true;6;false;off ;low ;true;REQ003REQ005
922;true;5;true;on ;low ;false;REQ006REQ010
937;true;11;false;off ;high ;false;REQ001REQ011REQ002
968;false;6;true;on ;low ;false;REQ004REQ003REQ010
981;true;11;true;off ;high ;false;REQ001REQ002REQ011
