TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
28;true;false;false;false;4;REQ005
70;false;true;true;false;5;REQ007
103;false;true;false;true;5;REQ007
145;false;true;false;true;5;REQ007
166;true;false;true;true;4;REQ005
206;true;false;false;false;4;REQ005
233;true;true;true;false;4;REQ006
243;true;false;false;false;4;REQ005
263;false;true;true;true;5;REQ007
274;false;false;true;false;2;REQ003
300;false;false;false;false;3;REQ004
344;false;true;true;false;5;REQ007
372;false;false;false;false;3;REQ004
419;true;true;true;false;3;
432;true;false;true;false;4;REQ005
459;true;true;false;false;4;REQ006
486;false;true;true;false;5;REQ007
516;true;true;false;false;5;REQ008
540;true;false;false;true;4;REQ005
580;false;true;true;true;5;REQ007
602;true;false;false;false;4;REQ005
624;true;true;false;true;4;REQ006
654;false;false;true;true;0;REQ001
675;false;false;false;false;3;REQ004
697;true;false;false;true;4;REQ005
