TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
294;0;1;79;2;1;REQ010
620;1;1;81;0;0;REQ012REQ004
929;0;1;79;2;1;REQ001REQ016
1206;0;0;79;2;1;
1546;1;1;80;2;0;REQ012
1786;0;0;79;2;0;
2008;0;1;79;2;1;REQ010
2280;0;2;81;3;3;REQ011REQ003
2610;0;0;81;3;3;REQ003
2844;1;2;79;2;0;REQ001REQ012
3069;0;0;80;2;0;
3289;0;0;81;0;0;REQ009REQ004
3511;0;1;80;2;1;REQ001REQ010
3808;1;2;79;2;0;REQ012
4089;1;2;79;2;0;
4309;0;0;81;0;0;REQ004
4532;1;0;80;2;0;REQ012REQ001
4873;1;1;79;2;1;REQ013
5095;1;2;81;3;3;REQ014REQ003
5369;1;0;79;2;0;REQ001REQ015
5685;0;2;81;3;3;REQ009REQ011REQ003
6004;0;0;81;3;3;REQ003
6306;0;2;80;2;3;REQ011REQ001
6571;1;0;79;2;0;REQ012
6881;1;2;80;2;3;REQ014
