TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
26;false;true;true;false;5;REQ007
41;false;true;false;true;5;REQ007
63;false;false;true;true;0;REQ001
110;false;true;true;true;5;REQ007
127;true;false;true;false;4;REQ005
146;true;true;false;false;4;REQ006
158;false;false;true;false;2;REQ003
206;false;false;false;true;1;REQ002
218;true;true;true;true;1;
227;true;false;true;false;4;REQ005
248;false;false;false;true;1;REQ002
262;false;true;false;true;5;REQ007
287;false;false;false;true;1;REQ002
330;true;true;false;false;1;
344;false;false;false;false;3;REQ004
370;false;false;false;true;1;REQ002
390;false;true;true;false;5;REQ007
418;false;false;true;true;0;REQ001
434;false;true;true;false;5;REQ007
477;true;true;false;true;5;REQ008
521;true;false;true;false;4;REQ005
535;false;true;false;false;5;REQ007
544;false;false;false;false;3;REQ004
572;false;true;false;true;5;REQ007
608;false;true;true;true;5;REQ007
