TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
23;true;false;false;true;4;REQ005
71;true;true;true;true;4;REQ006
113;true;false;false;true;4;REQ005
153;false;true;false;true;5;REQ007
167;true;false;true;true;4;REQ005
195;false;true;false;true;5;REQ007
234;false;true;false;false;5;REQ007
284;true;false;true;true;4;REQ005
323;false;false;true;false;2;REQ003
360;true;true;false;true;2;
380;true;false;false;true;4;REQ005
422;true;true;false;false;4;REQ006
446;true;true;true;false;4;
480;true;false;true;true;4;REQ005
512;false;false;true;false;2;REQ003
528;true;true;true;false;2;
561;false;false;true;true;0;REQ001
595;true;true;false;true;0;
614;false;true;true;true;5;REQ007
660;false;true;false;false;5;REQ007
701;false;false;false;false;3;REQ004
724;true;true;false;true;3;
767;false;true;false;true;5;REQ007
787;false;false;false;false;3;REQ004
821;true;true;true;true;3;
