TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
37;false;true;true;true;5;REQ007
53;false;true;false;false;5;REQ007
83;true;true;true;true;5;REQ008
93;true;false;true;false;4;REQ005
122;true;true;false;true;4;REQ006
132;false;false;true;false;2;REQ003
177;false;false;true;true;0;REQ001
225;true;false;false;false;4;REQ005
251;true;false;false;false;4;REQ005
285;false;true;false;true;5;REQ007
297;true;false;false;false;4;REQ005
323;false;true;true;false;5;REQ007
352;false;false;false;false;3;REQ004
398;false;true;false;true;5;REQ007
437;true;true;false;true;5;REQ008
480;true;false;false;false;4;REQ005
525;true;true;false;false;4;REQ006
540;false;true;true;true;5;REQ007
560;false;true;false;true;5;REQ007
600;true;true;true;true;5;REQ008
631;true;true;false;false;5;
676;false;true;false;true;5;REQ007
720;false;true;false;false;5;REQ007
738;true;true;false;false;5;REQ008
770;false;true;false;true;5;REQ007
