TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
233;0;1;80;2;1;REQ010
503;1;0;81;0;0;REQ012REQ004
826;1;0;81;0;0;REQ004
1128;1;1;79;2;1;REQ013REQ001
1419;1;1;81;1;1;REQ002
1673;0;1;79;2;1;REQ001
1998;1;0;80;2;0;REQ012
2269;1;2;80;2;3;REQ014
2541;0;1;80;2;1;REQ010
2768;0;1;81;1;1;REQ002
3108;1;1;81;0;0;REQ006REQ012REQ004
3372;0;1;81;1;1;REQ016REQ002
3652;1;1;79;2;0;REQ001REQ012
3890;0;2;79;2;3;REQ011
4124;0;0;79;2;3;
4394;0;0;80;2;3;
4628;1;2;79;2;0;REQ012
4892;1;1;80;2;1;REQ013
5209;0;2;81;3;3;REQ011REQ003
5497;0;1;80;2;1;REQ001REQ010
5825;0;2;80;2;3;REQ011
6074;0;0;81;3;3;REQ003
6409;1;0;81;0;0;REQ003REQ012REQ004
6708;0;2;79;2;3;REQ001REQ011
7014;0;2;79;2;3;
