TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
18;false;7;false;on ;low ;false;
51;false;5;true;on ;low ;false;
83;false;4;true;on ;low ;false;
122;true;3;true;on ;low ;false;
155;false;0;true;on ;low ;false;
182;false;3;true;on ;low ;false;
227;true;0;false;off ;low ;true;REQ005REQ009
254;false;0;true;on ;low ;false;REQ006REQ010
294;false;7;true;on ;low ;false;
318;false;8;true;on ;low ;false;
352;true;5;false;off ;low ;true;REQ005REQ009
400;true;8;true;on ;low ;false;REQ006REQ010
444;false;3;false;on ;low ;false;
493;false;3;true;on ;low ;false;
529;true;11;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ008
551;false;6;true;on ;low ;false;REQ004REQ003REQ010
585;true;5;true;on ;low ;false;
618;true;0;true;on ;low ;false;
656;false;11;true;off ;high ;false;REQ001REQ011REQ002
704;true;2;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
738;true;1;false;off ;low ;true;
754;false;11;false;off ;high ;false;REQ001REQ002REQ007
804;true;3;true;on ;low ;false;REQ004REQ003REQ010
842;true;7;true;on ;low ;false;
863;false;4;true;on ;low ;false;
902;false;4;true;on ;low ;false;
949;true;0;false;off ;low ;true;REQ005REQ009
963;true;3;true;on ;low ;false;REQ006REQ010
1012;true;8;true;on ;low ;false;
1049;true;5;true;on ;low ;false;
1073;false;8;true;on ;low ;false;
1107;true;3;false;off ;low ;true;REQ005REQ009
1119;false;9;false;off ;permitted ;true;REQ001
1139;true;9;false;off ;permitted ;true;
1165;false;2;true;on ;low ;false;REQ003REQ006REQ010
1192;false;0;true;on ;low ;false;
