TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;true;true;0;0;
8;true;false;0;0;
11;true;false;0;0;
13;true;true;0;0;
16;false;true;0;0;
19;true;false;0;0;
21;true;false;0;0;
23;false;true;0;0;
26;false;false;0;0;
28;false;true;0;0;
30;true;true;0;0;
32;true;false;0;0;
34;true;false;0;0;
37;true;true;0;0;
40;false;true;0;0;
43;false;false;0;0;
45;false;false;0;0;
48;true;true;0;0;
50;false;true;0;0;
52;true;false;0;0;
55;true;false;0;0;
58;true;true;0;0;
60;true;true;0;0;
62;false;false;0;0;
65;true;true;0;0;
68;false;true;0;0;
71;true;false;0;0;
73;true;false;0;0;
75;true;true;0;0;
77;true;false;0;0;
79;true;true;0;0;
