TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
5;true;true;0;0;
7;true;true;0;0;
10;false;true;0;0;
12;true;false;0;0;
15;true;false;0;0;
17;false;false;0;0;
19;true;true;0;0;
22;false;true;0;0;
24;false;true;0;0;
26;true;true;0;0;
28;false;false;0;0;
31;false;true;0;0;
34;false;true;0;0;
36;false;true;0;0;
39;false;false;0;0;
42;true;false;2;0;REQ003
44;false;true;2;0;
46;true;true;2;0;
49;false;false;2;0;
51;true;false;2;0;
54;false;true;2;0;
57;false;false;2;0;
60;false;true;2;0;
62;true;false;2;0;
65;false;false;2;0;
68;false;false;2;0;
70;true;true;2;0;
72;false;false;1;0;REQ005
75;false;false;1;0;
78;false;true;0;0;REQ001
81;false;true;0;0;
