TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
305;1;2;79;2;0;REQ012
618;0;1;80;2;1;REQ010
958;1;1;80;2;0;REQ012
1233;0;0;80;2;0;
1544;0;1;81;1;1;REQ009REQ010REQ002
1838;0;0;81;1;1;REQ002
2139;1;1;80;2;0;REQ001REQ012
2476;0;1;81;1;1;REQ009REQ016REQ002
2799;1;0;79;2;0;REQ001REQ012
3108;1;0;80;2;0;
3425;0;1;81;1;1;REQ009REQ010REQ002
3699;1;2;79;2;0;REQ001REQ012
4009;0;2;80;2;3;REQ017
4231;0;1;79;2;1;REQ010
4492;1;1;81;0;0;REQ012REQ004
4773;1;1;79;2;0;REQ001
5048;1;0;80;2;0;
5377;0;0;79;2;0;
5672;0;1;81;1;1;REQ009REQ004REQ010REQ002
6003;0;1;80;2;1;REQ001
6328;0;0;80;2;1;
6600;0;0;80;2;1;
6917;0;1;81;1;1;REQ002REQ010
7171;0;1;79;2;1;REQ001
7443;1;0;81;0;0;REQ012REQ004
