TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
36;false;true;true;true;5;REQ007
65;false;true;false;false;5;REQ007
75;false;false;false;true;1;REQ002
96;false;true;false;false;5;REQ007
106;true;false;true;false;4;REQ005
123;true;false;false;true;4;REQ005
145;true;true;true;true;4;REQ006
190;false;true;false;false;5;REQ007
234;false;false;true;true;0;REQ001
258;true;false;false;false;4;REQ005
290;true;true;true;true;4;REQ006
321;true;false;true;true;4;REQ005
359;true;true;false;true;4;REQ006
384;false;true;false;false;5;REQ007
412;true;false;false;true;4;REQ005
446;false;false;false;true;1;REQ002
461;false;false;false;true;1;REQ002
506;false;false;false;false;3;REQ004
541;false;true;false;true;5;REQ007
579;false;false;true;true;0;REQ001
593;false;false;true;false;2;REQ003
606;true;false;false;false;4;REQ005
651;false;false;true;false;2;REQ003
681;false;true;false;false;5;REQ007
730;false;false;true;true;0;REQ001
