TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
24;false;false;true;false;2;REQ003
53;true;false;false;false;4;REQ005
70;true;false;true;false;4;REQ005
105;false;false;false;true;1;REQ002
126;false;true;true;false;5;REQ007
174;true;false;true;false;4;REQ005
217;true;true;true;true;4;REQ006
256;true;true;false;true;4;
285;true;true;true;false;4;
316;true;false;true;false;4;REQ005
349;false;false;false;true;1;REQ002
384;false;false;true;true;0;REQ001
412;false;true;true;false;5;REQ007
427;true;true;false;false;5;REQ008
477;true;false;true;false;4;REQ005
506;false;false;false;true;1;REQ002
516;true;false;false;true;4;REQ005
530;false;true;false;true;5;REQ007
550;true;true;false;true;5;REQ008
592;false;true;false;false;5;REQ007
627;false;false;true;true;0;REQ001
653;true;false;true;true;4;REQ005
694;true;false;true;false;4;REQ005
723;true;false;true;false;4;REQ005
744;false;true;false;false;5;REQ007
