TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
256;0;2;80;2;3;REQ011
482;1;2;81;0;0;REQ003REQ012REQ004
799;0;2;80;2;3;REQ017REQ001
1083;1;1;79;2;0;REQ012
1417;0;1;79;2;1;REQ016
1708;0;0;80;2;1;
2013;1;1;80;2;0;REQ012
2319;0;2;81;3;3;REQ011REQ003
2539;1;1;80;2;0;REQ001REQ012
2856;1;1;81;0;0;REQ009REQ004
3086;0;1;81;1;1;REQ004REQ016REQ002
3324;1;2;81;0;0;REQ002REQ012REQ004
3611;1;0;79;2;0;REQ001
3837;1;0;80;2;0;
4130;0;1;81;1;1;REQ009REQ010REQ002
4456;0;0;80;2;1;REQ001
4780;1;1;79;2;0;REQ012
5035;0;0;81;0;0;REQ009REQ004
5372;0;0;81;0;0;REQ004
5650;0;0;79;2;0;REQ001
5944;1;2;80;2;0;REQ012
6257;1;0;81;0;0;REQ009REQ004
6486;1;2;81;3;3;REQ014REQ003
6807;0;0;79;2;3;REQ001
7070;0;0;80;2;3;
