TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;true;0;0;REQ001
5;true;false;0;0;
8;false;false;0;0;
11;false;false;0;0;
13;false;true;0;0;
16;false;false;0;0;
18;false;false;0;0;
21;true;false;3;0;REQ002
24;true;true;3;0;
27;false;true;3;0;
29;false;true;3;0;
32;true;true;1;1;REQ004
35;false;true;1;1;
38;false;true;1;1;
41;false;true;1;1;
44;false;true;1;1;
46;false;false;1;1;
49;false;true;0;1;REQ001
52;true;false;0;1;
54;true;true;0;1;
56;false;false;0;1;
59;false;false;0;1;
61;false;true;0;1;
63;true;false;0;1;
66;true;false;0;1;
69;false;true;0;1;
71;true;false;0;1;
74;true;false;0;1;
76;true;true;0;1;
78;false;false;0;1;
80;true;true;0;1;
82;true;false;0;1;
